id,content,timestamp,author_id,author_username,attachments
957553533463429191,"**🆘 High Threat Security Alert: Google Chrome🆘**

Recently Google has released an emergency security update as it confirms that attackers are already exploiting a high severity zero-day vulnerability「CVE-2022-1096」.To avoid your 🦊**Metamask wallet **being hacked,we would like to remind our bearo brothers and sisters to update your Chrome browser immediately:
👇🏻Steps to update your Google Chrome：
1️⃣Open Chrome
2️⃣Click**[More]** on top right corner of your browser
3️⃣Select (Help), then Click **[About Google Chrome]**
4️⃣Click **[Update Google Chrome]**(You will not find this button if you are using the latest version)
5️⃣Click **[Relaunch]**, ensure you have your Chrome is updated to** ▶️99.0.4844.84◀️**

⚠️If you are using other **Chromium **web browsers (**eg. Brave、Edge**), please check and ensure you have updated to the latest version and restart the browser to ensure you are surfing online with the updated version ! Protect your assets⚠️


**🆘Chrome瀏覽器高危保安警報🆘**

Google 稍早正式釋出**Chrome**瀏覽器桌面版本「99.0.4844.84」的安全更新，被發現代號為零日漏洞「CVE-2022-1096」，為避免🦊**Metamask (小狐狸錢包)**遭漏洞攻擊，請各位熊弟熊妹務必盡快更新瀏覽器版本！

**👇🏻Chrome瀏覽器桌面版本更新步驟如下：**
1️⃣在電腦上開啟Chrome
2️⃣按一下右上方的**[更多]**圖示 
3️⃣依序按一下(說明) **[關於Google Chrome]**
4️⃣按一下**[更新Google Chrome]**(重要資訊：如果找不到這個按鈕，表示您目前使用的是最新版本)
5️⃣按一下**[重新啟動]**，並查看是否已更新至最新版本▶️**99.0.4844.84**◀️

⚠️除此之外，如各位是用** Chromium**為核心的瀏覽器（如 **Brave、Edge** 等），請一併檢查是否已更新至最新版本，並在安裝更新完成後，重新啟動瀏覽器以利啟動更新後版本，以防駭客趁虛而入⚠️
<@&921766382620774410>",2022-03-27T08:15:52.862000+00:00,215405363518898176,linty1997,"https://cdn.discordapp.com/attachments/936833623636705351/957553531542470656/unknown.png,https://cdn.discordapp.com/attachments/936833623636705351/957553531894763580/10271648366897_.png"
958000531970871376,"**📢Phanta Bear T-shirt air drop design reveal📢**
To pair up the classic version of PhantaBear with T shirts fromPHANTACi's 2022 Spring Summer collection. The series of garms in this season was inspired by by the concept - “🏝️PHANTACi Island”. As you can reference to the outfits of our PhantaBears , they are uplifted by previous productions from PHANTACi.

**📢杰倫生日限定款衣服設計圖來囉📢**
以元祖OG PHANTABEAR 的原型搭配范特西最新2022春夏T-SHIRT，以「 🏝️PHANTACi Island」為概念，本季一系列的服飾呼應熊熊穿上的衣服~真的都是范特西推出過的服飾唷！
<@&921766382620774410>",2022-03-28T13:52:05.611000+00:00,215405363518898176,linty1997,https://cdn.discordapp.com/attachments/936833623636705351/958000531186540584/phantabear_tee.png
958680156514443304,"**🎵#PLUTO x 🐻phanta Bear 音樂小教室 第三場**

**🌟活動詳情**
⏰ 時間：<t:1648645200>
🎤本期主題：台灣地下嘻哈興起之路
⚠️本次活動將在”杰倫熊嘻哈音樂”頻道進行⚠️
**期待🐻熊弟熊妹的參與~**
🔗更多相關資訊，請瀏覽PHHD官網https://plutohiphopdept.com/trial.html",2022-03-30T10:52:40.729000+00:00,215405363518898176,linty1997,
959371568990011423,"🚨A significant number of discord servers have been hacked today, and we would like to remind our bearo brothers and sisters to stay alert and protect your digital assets. Please remember:🚨

**1️⃣We will never DM you first.
2️⃣ Please refrain yourself from clicking any suspicious link🔗
3️⃣Please disable your DM function.
4️⃣The community will not host any [Flash Mint] event without announcements.**

🚨許多社區DC伺服器遭到駭客侵入，在此提醒各位熊弟熊妹🚨
 
**1️⃣官方賬號不會私信（DM）您
2️⃣切勿點擊陌生帳號發來的連結🔗
3️⃣切記關閉DM功能
4️⃣社區不會無預警進行任何「mint」的活動**
<@&921766382620774410>",2022-04-01T08:40:06.309000+00:00,215405363518898176,linty1997,
959814550188851300,"**📣Weekend Special📣 🐻PhantaBear got talents!**
🐻Dear bearo brothers and sisters, we would like to host our Weekend Special gathering - **""PhantaBear got talents""** on <t:1648994400:D>
Theme of this weekend is ** 🎤Singing** and  👩‍❤️‍💋‍👨**Old School Pick up Lines **contest!

**⭐️Event Details**
⏱️Time
<t:1648987200> - <t:1648994400>
🎤Event Host 
#James💛💜#6002
⭐️Guest starring
#BEARSTAR Mr Ling Wai Man
 #Bear Singer @Ms.Magz
💡Your choice of performance(s)
1. Singing
2. Old School Pick up Lines sharing
(⏱️Maximum 2 mins for each candidate)

🎁**Incentives for participating**
1. Singing Contest: All the participants on stage will stand a chance to win a WL spot for ""shinsekai""NFT project. (a raffle will be conducted to giveaway a total of 5 WL spots)
2. ""Old School Pick up Lines "" sharing: The winner will be rewarded with the ONE WL spot for ""shinsekai""NFT project.

Please don't hide your talents my bearo brothers and sisters! See you tomorrow!🕺

**📣週末限定📣之 🐻熊友才藝大比拼**
🐻親愛的熊弟熊妹，週末限定之**“才藝大比拼”**活動將於<t:1648994400:D>進行~
本次活動環節為 🎤**熊友同歡唱** 和  👩‍❤️‍💋‍👨**土味情話大比拼**！

⭐️**活動詳情**
⏱️時間
<t:1648987200> - <t:1648994400>
🎤活動主持人
#James💛💜#6002
⭐️活動嘉賓
#BEARSTAR凌偉文老師
 #Bear Singer @Ms.Magz
💡表演形式
1. 唱歌
2. 土味情話
(⏱️每位每次表演時間限定為2分鐘) 

🎁**獎品**土味情話冠軍可獲1個“shinsekai”白名單資格(投票方式將稍後公佈)上台演唱的歌手均可參加”shinsekai”白名單抽獎活動
(共5個”shinsekai”白單資格)

熊弟熊妹們，請不要吝嗇您的才華,不見不散喔 ! 🕺
<@&921766382620774410>",2022-04-02T14:00:21.257000+00:00,215405363518898176,linty1997,
961200986800660510,"⚠️**Scam Alert**⚠️

We have identified some scammers are using identical names with our community management team (Admin/Mod/Community Builders) and send out scam messages to our bearo brothers and sisters. 
**Please be reminded that**: 
1. Admin/Mod/Community Builders will NEVER DM you or send you any unauthorised links. 
2. Admin/Mod/Community Builders on this server will have different badge, roles and specific colors on our profile for identification purpose. 
3. Important announcements will NEVER be delivered via unofficial channels.

⚠️**各位熊弟熊妹請注意**⚠️

近日出現冒充本社區工作人員(Admin/Mod/Community Builders)進行詐騙行為。
**在此提醒：**
1. Admin/Mod/Community Builders不會私訊(DM)你
2. Admin/Mod/Community Builders會有專屬勳章及顏色標識
3. 重要社區公告不會在非官方頻道發佈
<@&921766382620774410>",2022-04-06T09:49:33.504000+00:00,215405363518898176,linty1997,
961560618152890368,"**⚠️Alert: Please update your Chrome Browser⚠️**

Just a few days ago, Google has released an emergency safety update「99.0.4844.84」to Desktop **Chrome ** browser, however, they have identified another new hack 「 CVE-2022-1232 」with a “High” threat level. The vulnerability would allow a remote attacker to execute arbitrary code on the target system.

We would like to urge our bearo brothers and sister to update your browser immediately to avoid Malicious code attack by Hackers.

👇🏻Steps to update your **Google Chrome**：
1️⃣Open **[Chrome]**
2️⃣Click **[More]** on top right corner of your browser
3️⃣Select (Help), then Click **[About Google Chrome]**
4️⃣Click **[Update Google Chrome]**(You will not find this button if you are using the latest version)
5️⃣Click **[Relaunch]**, ensure you have your Chrome is updated to**▶️100.0.4896.75◀️**

Meanwhile, if you are using other **Windows**, **Mac** and **Linux** with **Chromium** web browsers (**eg. Brave/Edge**), please conduct a check manually to ensure your browser is updated to the latest version. Lastly, please check manually to ensure your browser is updated to the latest version.

**⚠️Chrome瀏覽器更新提醒⚠️**

Google稍早釋出**Chrome**瀏覽器桌面版本「99.0.4844.84」的安全更新，再次被發現存在漏洞「 CVE-2022-1232」，遠端使用者可利用此漏洞，於目標系統觸發遠端執行任意程式碼。
為避免遭受駭客注入惡意代碼，請各位熊弟熊妹務必盡快更新瀏覽器版本！

**👇🏻Chrome瀏覽器桌面版本更新步驟如下：**
1️⃣在電腦上開啟**[Chrome]**
2️⃣按一下右上方的**[更多]**圖示 
3️⃣依序按一下(說明) **[關於Google Chrome]**
4️⃣按一下**[更新Google Chrome]**(重要資訊：如果找不到這個按鈕，表示您目前使用的是最新版本)
5️⃣按一下**[重新啟動]**，並查看是否已更新至最新版本▶️**100.0.4896.75**◀️

除此之外，如各位是用**Windows、Mac 和 Linux**系統及**Chromium**為核心的瀏覽器（如 **Brave、Edge** 等），請一併手動檢查是否已更新至最新版本，並在安裝更新完成後，重新啟動瀏覽器以利啟動更新後版本，以防駭客趁虛而入！
<@&921766382620774410>",2022-04-07T09:38:36.300000+00:00,215405363518898176,linty1997,"https://cdn.discordapp.com/attachments/936833623636705351/961560616110284830/unknown.png,https://cdn.discordapp.com/attachments/936833623636705351/961560616466776064/unknown.png"
961655461214580776,"**📣Community Event📣 | 🐻Sing with our bearos **

My dear bearo brothers and sisters,we will be hosting the “Sing with our bearos” event on**<t:1649426400:D>**! All the participants on stage together with the audience for this event will stand a chance to win a WL spot for **“NFT Whales Club”** project!

**⭐️Event Details Time**
⏱️Time: <t:1649419200:F> - <t:1649426400:F>
🎤Event Host: <@863414548266483712> 
⭐️ Guest Starring: <@911982767980564511>
💡**Maximum 2 mins for each candidate to sing on stage**
🎁 Incentives: 9 WL spots for the ""NFT Whales Club""
       (4 spots for participants on stage/5 spots for the audiences)
🎉How to qualify for this raffle: 
1. Become a member of ""NFT Whales Club"" Discord channel + follow ""NFT Whales Club""on Twitter 
2. We will run a raffle to distribute the whitelist spots. 

💃🏻Rain or shine, we'll see you tomorrow evening!

**📣社區活動📣 | 🐻熊友齊歡唱**

親愛的熊弟&熊妹，“熊友齊歡唱”活動將於**<t:1649426400:D>**進行！本次上台演唱的歌手和台下聽眾均可參加**”NFT鯨魚社”**白名單抽獎活動喔！

**⭐️活動詳情**
⏱️時間：<t:1649419200:F> - <t:1649426400:F>
🎤活動主持人： <@863414548266483712>
⭐️活動嘉賓：<@911982767980564511>
💡**每位每次上台唱歌時間限定為2分鐘**
🎁獎品：9個“NFT鯨魚社”白單資格（歌手：4個/台下聽眾：5個） 
🎉抽獎方式：
1. 加入“NFT鯨魚社”Discord頻道 + 追蹤“NFT鯨魚社”Twitter
2. 本次白單活動將以隨機抽獎的方式進行

💃🏻各位不見不散喔 ! 

**NFT Whales Club(NFT鯨魚社)**
Discord🔗：https://discord.gg/nftwhalesclub  
Twitter🔗：https://twitter.com/NFTwhalesclub1?t=djaZdv8wxF97wwj0FxGWDQ&s=09
<@&921766382620774410>",2022-04-07T15:55:28.648000+00:00,215405363518898176,linty1997,
963011202508800060,"**<t:1646129400:D> - <t:1648721400:D> - Incentive Distribution to Mod team and community builder**

To reward the hard work and contributions of our <@&921733712813637652>  and <@&955005907455078450> in the previous month, a portion of the ""Phanta Treasure"" has been distributed to the following members(listed in no particular order):

Name(Currency - ETH)
<@871487813911195669> (0.56)
<@210138612811956225> (0.33)
<@924971052260556820> (0.33)
<@852950273530134598> (0.33)
<@906990797025574923> (0.56)
<@863414548266483712> (0.46)
<@786898558296915998>  (0.46)
<@923019901558460427> (0.46)
<@918573213229940788> (0.56)
<@215405363518898176> (0.56)
<@909553125315186718> (0.56)
<@852526467254059030> (0.46)
<@740624134140330156> (0.46)
<@326520248918343680> (0.46)
<@929476570849116190> (0.46)
<@739678022768263179> (0.7)
 (For service between<t:1646150340:D> - <t:1647791940:D> and the compensation as the event interpreter for the ""Crypto Security
seminar"" and the Twitter Space AMA on <t:1646409540:D>)
<@261483092227784705> (0.5)
 (For service between<t:1646150340:D> - <t:1647791940:D> and the compensation as the event interpreter for the ""Crypto Security
seminar"" and the Twitter Space AMA on <t:1646409540:D>)
<@300213441195671552> (0.32)
 (Note: Service between <t:1646150340:D> - <t:1647791940:D>)
<@501592807354662933>(0.32)
 (Note: Service between <t:1646150340:D> - <t:1647791940:D>)

💰Current Balance of ""Phanta Treasure"":
 A total of 8.85ETH has been used for incentive distribution in March 2022
Account balance of ""Phanta Treasure"": 295.964ETH

The wallet address of ""Phanta Treasure"":
0x32402b94574Fef17b7143a58014e91A7371163fB

**<t:1646129400:D> - <t:1648721400:D> 社區Mod team 及community builder獎勵發放**

感謝社區 <@&921733712813637652>  及 <@&955005907455078450> 工作上的努力貢獻，將從""Phanta Treasure""發放獎勵予以下人員（排名不分先後）：

姓名（獎勵 - ETH）
<@871487813911195669> (0.56)
<@210138612811956225> (0.33)
<@924971052260556820> (0.33)
<@852950273530134598> (0.33)
<@906990797025574923> (0.56)
<@863414548266483712> (0.46)
<@786898558296915998>  (0.46)
<@923019901558460427> (0.46)
<@918573213229940788> (0.56)
<@215405363518898176> (0.56)
<@909553125315186718> (0.56)
<@852526467254059030> (0.46)
<@740624134140330156> (0.46)
<@326520248918343680> (0.46)
<@929476570849116190> (0.46)
<@739678022768263179> (0.7)
 (包含<t:1646409540:D>資安講座及Twitter Space AMA即時口譯)
<@261483092227784705> (0.5)
 (包含<t:1646150340:D> - <t:1647791940:D>、<t:1646409540:D>資安講座及Twitter Space AMA 即時口譯)
<@300213441195671552> (0.32)
 (註：為<t:1646150340:D> - <t:1647791940:D>之獎勵)
<@501592807354662933>(0.32)
 (註：為<t:1646150340:D> - <t:1647791940:D>之獎勵)

💰""Phanta Treasure""最新餘額：
 本次發放獎勵合共：8.85ETH
""Phanta Treasure""餘額為：295.964ETH

""Phanta Treasure""地址： 
0x32402b94574Fef17b7143a58014e91A7371163fB
<@&921766382620774410>",2022-04-11T09:42:42.561000+00:00,215405363518898176,linty1997,
963674787241132062,"**🎵#PLUTO x 🐻 Phanta Bear Hip Hop Music Workshop 
Final Chapter -""Check it out""Let's sing some hip-hop!**

**Event Details **
⏰Time and Date
<t:1649854800>

🎙️Please let us know the song you are planning to perform tonight (music genre: hip-hop/rap) at the <#955326965739581460> channel before <t:1649844000>.
🎁Incentives Stay active in the channel during the workshops and stand a chance to win a whitelist spot. The founder of **#PHHD** will handpick some active candidates and grant them a whitelist spot for the Pluto NFT!
⚠️This event will be hosted at the designated **#杰倫嘻哈音樂** channel⚠️

For more details, please visit the official website PHHD! 🔗

**🎵#PLUTO x 🐻PhantaBear 音樂小教室 最終場 - ""Check it Out""嘻哈饒舌演唱夜**

**活動詳情**
⏳時間
<t:1649854800>

🎙️請於<t:1649844000>前在 <#955326965739581460> 頻道，寫下本次活動演唱的嘻哈或饒舌類的歌曲名稱。
🎁#Pluto#團隊將會隨機贈予本次活動參加者#Pluto白單名額作為本次活動獎品喔，請勿錯過！
⚠️本次活動只在**#杰倫熊嘻哈音樂**專屬頻道進行！⚠️

更多相關資訊，請瀏覽PHHD官網🔗
https://plutohiphopdept.com/trial.html",2022-04-13T05:39:33.490000+00:00,215405363518898176,linty1997,
